Tanggal,Wilayah,Jenis_Perkebunan,Jenis_Proses,Produksi_kg,Harga_per_kg_IDR,Kualitas,Profit,Year,Month,Month_Name,Quarter,Kombinasi
2025-12-10,Sulawesi,Perkebunan Swasta,Roasting,888.09,41341.02,Grade C,36714546.451799996,2025,12,December,4,Sulawesi | Perkebunan Swasta | Roasting
2026-01-24,Sulawesi,Perkebunan Swasta,Roasting,1984.25,42799.71,Grade C,84925324.5675,2026,1,January,1,Sulawesi | Perkebunan Swasta | Roasting
2024-06-07,Sulawesi,Perkebunan Rakyat,Pengeringan,1738.68,43155.37,Grade B,75033378.7116,2024,6,June,2,Sulawesi | Perkebunan Rakyat | Pengeringan
2025-10-27,Sumatera,Perkebunan Swasta,Fermentasi,1104.18,27224.39,Grade B,30060626.950200003,2025,10,October,4,Sumatera | Perkebunan Swasta | Fermentasi
2024-09-03,Jawa Barat,Perkebunan Swasta,Fermentasi,1978.13,55715.59,Grade B,110212680.0467,2024,9,September,3,Jawa Barat | Perkebunan Swasta | Fermentasi
2024-06-24,Sulawesi,Perkebunan Swasta,Penggilingan,537.28,48121.63,Grade B,25854789.366399996,2024,6,June,2,Sulawesi | Perkebunan Swasta | Penggilingan
2024-05-20,NTT,Perkebunan Rakyat,Roasting,266.48,54460.81,Grade C,14512716.6488,2024,5,May,2,NTT | Perkebunan Rakyat | Roasting
2025-10-28,Sulawesi,Perkebunan Rakyat,Pengeringan,1791.04,51154.67,Grade A,91620060.1568,2025,10,October,4,Sulawesi | Perkebunan Rakyat | Pengeringan
2025-09-18,Sulawesi,Perkebunan Rakyat,Pengeringan,1768.24,41438.29,Grade A,73272841.9096,2025,9,September,3,Sulawesi | Perkebunan Rakyat | Pengeringan
2024-08-03,Jawa Barat,Perkebunan Negara,Pengeringan,487.13,25964.29,Grade A,12647984.5877,2024,8,August,3,Jawa Barat | Perkebunan Negara | Pengeringan
2025-04-04,Sumatera,Perkebunan Rakyat,Roasting,597.44,57044.92,Grade B,34080917.0048,2025,4,April,2,Sumatera | Perkebunan Rakyat | Roasting
2024-11-20,Bali,Perkebunan Swasta,Roasting,1450.02,50945.13,Grade B,73871457.40259999,2024,11,November,4,Bali | Perkebunan Swasta | Roasting
2024-04-21,Bali,Perkebunan Swasta,Fermentasi,611.35,30755.83,Grade A,18802576.670500003,2024,4,April,2,Bali | Perkebunan Swasta | Fermentasi
2025-04-10,NTT,Perkebunan Swasta,Pengeringan,1321.04,33810.08,Grade C,44664468.0832,2025,4,April,2,NTT | Perkebunan Swasta | Pengeringan
2025-11-26,Sulawesi,Perkebunan Negara,Roasting,1102.02,33746.86,Grade C,37189714.6572,2025,11,November,4,Sulawesi | Perkebunan Negara | Roasting
2025-09-04,Jawa Barat,Perkebunan Negara,Penggilingan,1530.45,51484.82,Grade B,78794942.76900001,2025,9,September,3,Jawa Barat | Perkebunan Negara | Penggilingan
2024-09-11,Sumatera,Perkebunan Rakyat,Fermentasi,511.89,41550.99,Grade A,21269536.2711,2024,9,September,3,Sumatera | Perkebunan Rakyat | Fermentasi
2025-08-12,NTT,Perkebunan Rakyat,Fermentasi,627.24,31796.66,Grade C,19944137.0184,2025,8,August,3,NTT | Perkebunan Rakyat | Fermentasi
2024-08-21,Jawa Timur,Perkebunan Rakyat,Pengeringan,614.39,50370.51,Grade A,30947137.6389,2024,8,August,3,Jawa Timur | Perkebunan Rakyat | Pengeringan
2024-02-10,Sumatera,Perkebunan Rakyat,Pengeringan,641.83,48015.94,Grade B,30818070.770200003,2024,2,February,1,Sumatera | Perkebunan Rakyat | Pengeringan
2025-08-15,NTT,Perkebunan Swasta,Pengeringan,1525.47,35189.09,Grade C,53679901.1223,2025,8,August,3,NTT | Perkebunan Swasta | Pengeringan
2025-01-07,Sumatera,Perkebunan Negara,Pengeringan,756.49,49178.07,Grade A,37202718.1743,2025,1,January,1,Sumatera | Perkebunan Negara | Pengeringan
2025-11-02,Sumatera,Perkebunan Swasta,Pengeringan,610.68,36147.45,Grade B,22074524.765999995,2025,11,November,4,Sumatera | Perkebunan Swasta | Pengeringan
2025-12-02,Bali,Perkebunan Rakyat,Pengeringan,226.33,45839.92,Grade C,10374949.0936,2025,12,December,4,Bali | Perkebunan Rakyat | Pengeringan
2025-12-24,NTT,Perkebunan Swasta,Pengeringan,1156.34,59882.82,Grade B,69244900.0788,2025,12,December,4,NTT | Perkebunan Swasta | Pengeringan
2025-01-01,NTT,Perkebunan Negara,Pengeringan,1023.49,50644.38,Grade B,51834016.4862,2025,1,January,1,NTT | Perkebunan Negara | Pengeringan
2024-04-21,Bali,Perkebunan Negara,Roasting,452.36,44177.74,Grade A,19984242.4664,2024,4,April,2,Bali | Perkebunan Negara | Roasting
2024-04-25,Bali,Perkebunan Swasta,Roasting,911.26,42619.26,Grade A,38837226.8676,2024,4,April,2,Bali | Perkebunan Swasta | Roasting
2024-09-05,Jawa Barat,Perkebunan Rakyat,Fermentasi,1049.56,45994.32,Grade B,48273798.499199994,2024,9,September,3,Jawa Barat | Perkebunan Rakyat | Fermentasi
2024-12-10,Bali,Perkebunan Negara,Pengeringan,1423.1,38107.39,Grade B,54230626.709,2024,12,December,4,Bali | Perkebunan Negara | Pengeringan
2024-01-29,NTT,Perkebunan Swasta,Fermentasi,524.67,47799.61,Grade C,25079021.3787,2024,1,January,1,NTT | Perkebunan Swasta | Fermentasi
2025-02-24,Sulawesi,Perkebunan Negara,Roasting,1815.95,52595.22,Grade B,95510289.759,2025,2,February,1,Sulawesi | Perkebunan Negara | Roasting
2025-09-06,NTT,Perkebunan Rakyat,Fermentasi,210.53,34715.47,Grade C,7308647.8991,2025,9,September,3,NTT | Perkebunan Rakyat | Fermentasi
2024-08-23,Sulawesi,Perkebunan Negara,Penggilingan,1157.21,50678.83,Grade B,58646048.864300005,2024,8,August,3,Sulawesi | Perkebunan Negara | Penggilingan
2024-09-02,Sulawesi,Perkebunan Swasta,Penggilingan,1614.21,45307.05,Grade C,73135093.1805,2024,9,September,3,Sulawesi | Perkebunan Swasta | Penggilingan
2025-04-18,NTT,Perkebunan Rakyat,Fermentasi,802.57,53574.2,Grade B,42997045.694,2025,4,April,2,NTT | Perkebunan Rakyat | Fermentasi
2025-03-18,Jawa Timur,Perkebunan Rakyat,Pengeringan,349.55,43922.08,Grade A,15352963.064000001,2025,3,March,1,Jawa Timur | Perkebunan Rakyat | Pengeringan
2025-03-24,Jawa Barat,Perkebunan Swasta,Roasting,715.69,47532.32,Grade C,34018406.1008,2025,3,March,1,Jawa Barat | Perkebunan Swasta | Roasting
2025-01-26,Sumatera,Perkebunan Rakyat,Pengeringan,536.98,52634.48,Grade C,28263663.070400003,2025,1,January,1,Sumatera | Perkebunan Rakyat | Pengeringan
2024-03-05,Jawa Timur,Perkebunan Rakyat,Roasting,657.65,48198.74,Grade A,31697901.360999998,2024,3,March,1,Jawa Timur | Perkebunan Rakyat | Roasting
2025-07-12,Sumatera,Perkebunan Swasta,Fermentasi,999.7,43449.98,Grade C,43436945.006000005,2025,7,July,3,Sumatera | Perkebunan Swasta | Fermentasi
2025-06-01,Sulawesi,Perkebunan Swasta,Roasting,1670.52,41067.98,Grade B,68604881.94960001,2025,6,June,2,Sulawesi | Perkebunan Swasta | Roasting
2024-07-11,Bali,Perkebunan Negara,Penggilingan,1764.36,34027.79,Grade A,60037271.564399995,2024,7,July,3,Bali | Perkebunan Negara | Penggilingan
2025-02-17,Sumatera,Perkebunan Negara,Roasting,269.5,50038.06,Grade B,13485257.17,2025,2,February,1,Sumatera | Perkebunan Negara | Roasting
2024-03-21,NTT,Perkebunan Swasta,Pengeringan,1675.83,37378.48,Grade B,62639978.1384,2024,3,March,1,NTT | Perkebunan Swasta | Pengeringan
2024-03-10,Jawa Barat,Perkebunan Rakyat,Fermentasi,1288.13,40530.72,Grade A,52208836.3536,2024,3,March,1,Jawa Barat | Perkebunan Rakyat | Fermentasi
2024-08-15,Sulawesi,Perkebunan Swasta,Pengeringan,709.06,50446.71,Grade A,35769744.1926,2024,8,August,3,Sulawesi | Perkebunan Swasta | Pengeringan
2024-08-05,Sulawesi,Perkebunan Negara,Fermentasi,1264.59,32909.53,Grade B,41617062.54269999,2024,8,August,3,Sulawesi | Perkebunan Negara | Fermentasi
2024-06-30,Sulawesi,Perkebunan Rakyat,Pengeringan,1171.59,28898.56,Grade A,33857263.910399996,2024,6,June,2,Sulawesi | Perkebunan Rakyat | Pengeringan
2024-09-19,Sulawesi,Perkebunan Swasta,Pengeringan,605.88,45476.14,Grade B,27553083.7032,2024,9,September,3,Sulawesi | Perkebunan Swasta | Pengeringan
2025-06-26,NTT,Perkebunan Negara,Penggilingan,1938.71,29008.19,Grade A,56238468.0349,2025,6,June,2,NTT | Perkebunan Negara | Penggilingan
2025-07-08,Bali,Perkebunan Swasta,Pengeringan,1693.99,43653.33,Grade A,73948304.4867,2025,7,July,3,Bali | Perkebunan Swasta | Pengeringan
2025-10-28,Jawa Barat,Perkebunan Rakyat,Roasting,1758.54,30892.39,Grade C,54325503.5106,2025,10,October,4,Jawa Barat | Perkebunan Rakyat | Roasting
2024-10-08,Jawa Timur,Perkebunan Swasta,Fermentasi,208.37,57592.33,Grade A,12000513.8021,2024,10,October,4,Jawa Timur | Perkebunan Swasta | Fermentasi
2024-04-27,Bali,Perkebunan Rakyat,Roasting,506.42,46022.91,Grade C,23306922.082200002,2024,4,April,2,Bali | Perkebunan Rakyat | Roasting
2025-11-12,Jawa Barat,Perkebunan Swasta,Penggilingan,891.46,53177.67,Grade C,47405765.6982,2025,11,November,4,Jawa Barat | Perkebunan Swasta | Penggilingan
2024-05-06,Jawa Timur,Perkebunan Swasta,Roasting,1166.38,44857.89,Grade C,52321345.7382,2024,5,May,2,Jawa Timur | Perkebunan Swasta | Roasting
2024-06-28,Jawa Barat,Perkebunan Negara,Roasting,877.76,44086.78,Grade A,38697612.0128,2024,6,June,2,Jawa Barat | Perkebunan Negara | Roasting
2024-01-01,NTT,Perkebunan Rakyat,Penggilingan,319.03,54219.74,Grade C,17297723.6522,2024,1,January,1,NTT | Perkebunan Rakyat | Penggilingan
2024-10-30,Jawa Timur,Perkebunan Rakyat,Fermentasi,1424.88,55197.03,Grade C,78649144.1064,2024,10,October,4,Jawa Timur | Perkebunan Rakyat | Fermentasi
2024-06-10,Sulawesi,Perkebunan Negara,Roasting,532.81,45734.77,Grade B,24367942.803699996,2024,6,June,2,Sulawesi | Perkebunan Negara | Roasting
2024-02-06,Bali,Perkebunan Swasta,Fermentasi,340.78,52648.11,Grade C,17941422.9258,2024,2,February,1,Bali | Perkebunan Swasta | Fermentasi
2025-12-23,Sulawesi,Perkebunan Swasta,Pengeringan,1510.96,58390.07,Grade C,88225060.1672,2025,12,December,4,Sulawesi | Perkebunan Swasta | Pengeringan
2025-05-26,NTT,Perkebunan Swasta,Pengeringan,1840.38,52584.23,Grade A,96774965.20740001,2025,5,May,2,NTT | Perkebunan Swasta | Pengeringan
2024-05-28,Sumatera,Perkebunan Negara,Roasting,920.85,44532.11,Grade A,41007393.4935,2024,5,May,2,Sumatera | Perkebunan Negara | Roasting
2024-03-21,Bali,Perkebunan Rakyat,Pengeringan,1884.72,26201.52,Grade B,49382528.7744,2024,3,March,1,Bali | Perkebunan Rakyat | Pengeringan
2024-12-01,Jawa Timur,Perkebunan Negara,Pengeringan,690.42,37475.71,Grade A,25873979.6982,2024,12,December,4,Jawa Timur | Perkebunan Negara | Pengeringan
2025-07-01,Jawa Timur,Perkebunan Swasta,Fermentasi,1273.88,45158.26,Grade A,57526204.24880001,2025,7,July,3,Jawa Timur | Perkebunan Swasta | Fermentasi
2026-01-07,Jawa Barat,Perkebunan Negara,Penggilingan,1212.69,33012.11,Grade A,40033455.675900005,2026,1,January,1,Jawa Barat | Perkebunan Negara | Penggilingan
2025-07-14,Jawa Barat,Perkebunan Negara,Fermentasi,1978.96,56803.08,Grade C,112411023.19680001,2025,7,July,3,Jawa Barat | Perkebunan Negara | Fermentasi
2024-03-27,Sulawesi,Perkebunan Swasta,Pengeringan,705.84,58734.14,Grade A,41456905.3776,2024,3,March,1,Sulawesi | Perkebunan Swasta | Pengeringan
2024-02-06,Bali,Perkebunan Swasta,Penggilingan,1185.09,46432.11,Grade A,55026229.2399,2024,2,February,1,Bali | Perkebunan Swasta | Penggilingan
2025-04-26,Sumatera,Perkebunan Rakyat,Roasting,986.56,49602.22,Grade B,48935566.1632,2025,4,April,2,Sumatera | Perkebunan Rakyat | Roasting
2025-01-21,Jawa Timur,Perkebunan Negara,Penggilingan,1933.2,42888.06,Grade C,82911197.592,2025,1,January,1,Jawa Timur | Perkebunan Negara | Penggilingan
2024-09-20,Sulawesi,Perkebunan Negara,Pengeringan,1938.57,49136.81,Grade C,95255145.76169999,2024,9,September,3,Sulawesi | Perkebunan Negara | Pengeringan
2024-12-28,NTT,Perkebunan Swasta,Pengeringan,953.26,49086.62,Grade B,46792311.3812,2024,12,December,4,NTT | Perkebunan Swasta | Pengeringan
2024-04-23,Jawa Barat,Perkebunan Rakyat,Penggilingan,340.51,41856.06,Grade C,14252406.9906,2024,4,April,2,Jawa Barat | Perkebunan Rakyat | Penggilingan
2025-11-04,Bali,Perkebunan Swasta,Fermentasi,1656.37,39814.23,Grade B,65947096.1451,2025,11,November,4,Bali | Perkebunan Swasta | Fermentasi
2025-06-08,NTT,Perkebunan Rakyat,Pengeringan,1698.81,40826.56,Grade C,69356568.39359999,2025,6,June,2,NTT | Perkebunan Rakyat | Pengeringan
2025-08-16,Jawa Barat,Perkebunan Rakyat,Penggilingan,1152.77,37836.16,Grade C,43616390.163200006,2025,8,August,3,Jawa Barat | Perkebunan Rakyat | Penggilingan
2024-07-12,NTT,Perkebunan Negara,Fermentasi,448.04,56213.98,Grade A,25186111.599200003,2024,7,July,3,NTT | Perkebunan Negara | Fermentasi
2025-08-23,Jawa Barat,Perkebunan Negara,Roasting,627.83,42760.78,Grade A,26846500.507400002,2025,8,August,3,Jawa Barat | Perkebunan Negara | Roasting
2026-01-07,Bali,Perkebunan Swasta,Roasting,1002.32,49563.41,Grade B,49678397.111200005,2026,1,January,1,Bali | Perkebunan Swasta | Roasting
2026-02-27,Sumatera,Perkebunan Swasta,Penggilingan,1648.15,28548.89,Grade C,47052853.053500004,2026,2,February,1,Sumatera | Perkebunan Swasta | Penggilingan
2024-07-01,Jawa Timur,Perkebunan Swasta,Penggilingan,1474.33,54287.76,Grade C,80038073.2008,2024,7,July,3,Jawa Timur | Perkebunan Swasta | Penggilingan
2025-04-16,Jawa Timur,Perkebunan Rakyat,Pengeringan,893.39,39348.88,Grade B,35153895.9032,2025,4,April,2,Jawa Timur | Perkebunan Rakyat | Pengeringan
2025-06-01,Sumatera,Perkebunan Rakyat,Roasting,1417.53,45673.04,Grade C,64742904.3912,2025,6,June,2,Sumatera | Perkebunan Rakyat | Roasting
2024-06-04,Sulawesi,Perkebunan Negara,Roasting,964.64,54779.65,Grade B,52842641.576,2024,6,June,2,Sulawesi | Perkebunan Negara | Roasting
2026-01-26,Jawa Timur,Perkebunan Swasta,Pengeringan,1662.01,51555.3,Grade B,85685424.153,2026,1,January,1,Jawa Timur | Perkebunan Swasta | Pengeringan
2025-11-02,Sumatera,Perkebunan Rakyat,Pengeringan,1738.45,53029.19,Grade A,92188595.35550001,2025,11,November,4,Sumatera | Perkebunan Rakyat | Pengeringan
2025-11-08,Sumatera,Perkebunan Rakyat,Pengeringan,1798.36,40061.13,Grade C,72044333.74679999,2025,11,November,4,Sumatera | Perkebunan Rakyat | Pengeringan
2024-08-25,Sulawesi,Perkebunan Rakyat,Pengeringan,301.4,27737.81,Grade C,8360175.933999999,2024,8,August,3,Sulawesi | Perkebunan Rakyat | Pengeringan
2025-10-17,Jawa Barat,Perkebunan Swasta,Roasting,926.37,56578.39,Grade C,52412523.1443,2025,10,October,4,Jawa Barat | Perkebunan Swasta | Roasting
2024-09-15,Sulawesi,Perkebunan Negara,Pengeringan,256.78,37478.38,Grade B,9623698.416399999,2024,9,September,3,Sulawesi | Perkebunan Negara | Pengeringan
2024-04-23,Jawa Barat,Perkebunan Rakyat,Penggilingan,272.66,51521.95,Grade C,14047974.887,2024,4,April,2,Jawa Barat | Perkebunan Rakyat | Penggilingan
2025-01-23,Bali,Perkebunan Rakyat,Roasting,1201.56,49776.94,Grade A,59809980.0264,2025,1,January,1,Bali | Perkebunan Rakyat | Roasting
2025-04-10,Jawa Barat,Perkebunan Negara,Roasting,1737.38,56012.09,Grade A,97314284.9242,2025,4,April,2,Jawa Barat | Perkebunan Negara | Roasting
2025-12-01,Sumatera,Perkebunan Negara,Roasting,581.48,50987.86,Grade A,29648420.8328,2025,12,December,4,Sumatera | Perkebunan Negara | Roasting
2025-03-05,Bali,Perkebunan Rakyat,Penggilingan,676.18,43894.84,Grade A,29680812.911199994,2025,3,March,1,Bali | Perkebunan Rakyat | Penggilingan
2024-11-10,Bali,Perkebunan Negara,Roasting,1369.58,52490.34,Grade C,71889719.8572,2024,11,November,4,Bali | Perkebunan Negara | Roasting
2025-07-17,Jawa Timur,Perkebunan Negara,Penggilingan,1657.62,30640.39,Grade C,50790123.2718,2025,7,July,3,Jawa Timur | Perkebunan Negara | Penggilingan
2025-03-30,Bali,Perkebunan Negara,Roasting,954.96,48748.74,Grade A,46553096.7504,2025,3,March,1,Bali | Perkebunan Negara | Roasting
2024-02-09,Jawa Barat,Perkebunan Swasta,Pengeringan,1201.28,30120.0,Grade C,36182553.6,2024,2,February,1,Jawa Barat | Perkebunan Swasta | Pengeringan
2025-04-28,Jawa Timur,Perkebunan Rakyat,Pengeringan,1506.47,39312.63,Grade C,59223297.7161,2025,4,April,2,Jawa Timur | Perkebunan Rakyat | Pengeringan
2024-06-23,Jawa Barat,Perkebunan Rakyat,Roasting,932.74,30667.97,Grade A,28605242.3378,2024,6,June,2,Jawa Barat | Perkebunan Rakyat | Roasting
2024-08-25,Jawa Barat,Perkebunan Negara,Fermentasi,1516.56,55430.28,Grade A,84063345.43679999,2024,8,August,3,Jawa Barat | Perkebunan Negara | Fermentasi
2024-09-02,Jawa Timur,Perkebunan Negara,Fermentasi,510.95,33137.85,Grade C,16931784.4575,2024,9,September,3,Jawa Timur | Perkebunan Negara | Fermentasi
2025-08-17,Sulawesi,Perkebunan Swasta,Roasting,546.67,59486.51,Grade C,32519490.421699997,2025,8,August,3,Sulawesi | Perkebunan Swasta | Roasting
2025-04-11,Jawa Barat,Perkebunan Negara,Penggilingan,319.98,32683.52,Grade C,10458072.729600001,2025,4,April,2,Jawa Barat | Perkebunan Negara | Penggilingan
2024-01-24,Bali,Perkebunan Swasta,Roasting,1751.17,50935.68,Grade B,89197034.7456,2024,1,January,1,Bali | Perkebunan Swasta | Roasting
2025-03-15,Sumatera,Perkebunan Negara,Pengeringan,1904.08,59281.81,Grade C,112877308.7848,2025,3,March,1,Sumatera | Perkebunan Negara | Pengeringan
2026-02-06,NTT,Perkebunan Negara,Penggilingan,1253.09,38627.22,Grade A,48403383.109799996,2026,2,February,1,NTT | Perkebunan Negara | Penggilingan
2025-06-25,Bali,Perkebunan Swasta,Penggilingan,1797.97,55087.84,Grade B,99046283.6848,2025,6,June,2,Bali | Perkebunan Swasta | Penggilingan
2026-01-28,NTT,Perkebunan Swasta,Fermentasi,342.45,52973.68,Grade C,18140836.716,2026,1,January,1,NTT | Perkebunan Swasta | Fermentasi
2025-08-23,Bali,Perkebunan Swasta,Penggilingan,724.17,27568.23,Grade A,19964085.119099997,2025,8,August,3,Bali | Perkebunan Swasta | Penggilingan
2024-07-14,Bali,Perkebunan Swasta,Pengeringan,1222.98,31340.39,Grade B,38328670.1622,2024,7,July,3,Bali | Perkebunan Swasta | Pengeringan
2024-04-11,Bali,Perkebunan Negara,Penggilingan,517.88,35821.49,Grade C,18551233.2412,2024,4,April,2,Bali | Perkebunan Negara | Penggilingan
2025-08-22,Bali,Perkebunan Rakyat,Fermentasi,227.13,51877.57,Grade B,11782952.4741,2025,8,August,3,Bali | Perkebunan Rakyat | Fermentasi
2024-11-06,NTT,Perkebunan Rakyat,Pengeringan,1484.26,26371.33,Grade A,39141910.2658,2024,11,November,4,NTT | Perkebunan Rakyat | Pengeringan
2025-03-17,Bali,Perkebunan Rakyat,Penggilingan,1024.77,45662.25,Grade C,46793303.9325,2025,3,March,1,Bali | Perkebunan Rakyat | Penggilingan
2024-06-13,Jawa Barat,Perkebunan Rakyat,Fermentasi,1604.55,54285.53,Grade A,87103847.16149999,2024,6,June,2,Jawa Barat | Perkebunan Rakyat | Fermentasi
2025-10-20,Sulawesi,Perkebunan Swasta,Penggilingan,1234.38,39886.74,Grade A,49235394.1212,2025,10,October,4,Sulawesi | Perkebunan Swasta | Penggilingan
2025-05-15,Jawa Timur,Perkebunan Swasta,Penggilingan,1005.71,38074.28,Grade B,38291684.1388,2025,5,May,2,Jawa Timur | Perkebunan Swasta | Penggilingan
2025-03-28,Sulawesi,Perkebunan Swasta,Fermentasi,1363.81,59055.69,Grade A,80540740.5789,2025,3,March,1,Sulawesi | Perkebunan Swasta | Fermentasi
2025-11-12,Sulawesi,Perkebunan Negara,Pengeringan,1419.51,42861.39,Grade A,60842171.718899995,2025,11,November,4,Sulawesi | Perkebunan Negara | Pengeringan
2024-08-03,NTT,Perkebunan Negara,Pengeringan,362.72,34156.02,Grade A,12389071.5744,2024,8,August,3,NTT | Perkebunan Negara | Pengeringan
2024-05-12,Bali,Perkebunan Swasta,Fermentasi,644.35,54065.66,Grade B,34837208.021000005,2024,5,May,2,Bali | Perkebunan Swasta | Fermentasi
2025-06-28,Sumatera,Perkebunan Negara,Roasting,1136.43,32204.62,Grade A,36598296.306600004,2025,6,June,2,Sumatera | Perkebunan Negara | Roasting
2025-04-13,Sumatera,Perkebunan Swasta,Roasting,388.99,48756.15,Grade B,18965654.7885,2025,4,April,2,Sumatera | Perkebunan Swasta | Roasting
2025-08-19,Jawa Timur,Perkebunan Negara,Pengeringan,1741.53,38839.1,Grade C,67639457.823,2025,8,August,3,Jawa Timur | Perkebunan Negara | Pengeringan
2025-12-06,Bali,Perkebunan Swasta,Roasting,681.79,51422.22,Grade B,35059155.3738,2025,12,December,4,Bali | Perkebunan Swasta | Roasting
2025-09-06,Jawa Timur,Perkebunan Rakyat,Penggilingan,1424.68,58329.18,Grade C,83100416.1624,2025,9,September,3,Jawa Timur | Perkebunan Rakyat | Penggilingan
2024-01-18,Sumatera,Perkebunan Rakyat,Roasting,1317.22,51669.08,Grade C,68059545.5576,2024,1,January,1,Sumatera | Perkebunan Rakyat | Roasting
2025-03-31,Jawa Barat,Perkebunan Negara,Fermentasi,328.15,31787.54,Grade B,10431081.251,2025,3,March,1,Jawa Barat | Perkebunan Negara | Fermentasi
2025-02-27,Sulawesi,Perkebunan Rakyat,Roasting,775.52,42278.33,Grade A,32787690.4816,2025,2,February,1,Sulawesi | Perkebunan Rakyat | Roasting
2025-07-26,Bali,Perkebunan Rakyat,Pengeringan,1012.02,47752.36,Grade A,48326343.3672,2025,7,July,3,Bali | Perkebunan Rakyat | Pengeringan
2026-01-29,Jawa Barat,Perkebunan Negara,Fermentasi,1622.0,46716.25,Grade A,75773757.5,2026,1,January,1,Jawa Barat | Perkebunan Negara | Fermentasi
2024-01-05,Bali,Perkebunan Rakyat,Roasting,873.87,46597.95,Grade C,40720550.5665,2024,1,January,1,Bali | Perkebunan Rakyat | Roasting
2024-09-02,Jawa Barat,Perkebunan Rakyat,Fermentasi,932.25,44656.16,Grade B,41630705.160000004,2024,9,September,3,Jawa Barat | Perkebunan Rakyat | Fermentasi
2025-03-02,Jawa Barat,Perkebunan Swasta,Fermentasi,392.42,53841.17,Grade C,21128351.9314,2025,3,March,1,Jawa Barat | Perkebunan Swasta | Fermentasi
2025-01-17,Sumatera,Perkebunan Swasta,Roasting,1920.64,42146.68,Grade B,80948599.4752,2025,1,January,1,Sumatera | Perkebunan Swasta | Roasting
2025-01-03,Sumatera,Perkebunan Swasta,Roasting,493.4,56327.3,Grade B,27791889.82,2025,1,January,1,Sumatera | Perkebunan Swasta | Roasting
2025-10-17,Jawa Timur,Perkebunan Swasta,Penggilingan,1280.0,48012.36,Grade A,61455820.8,2025,10,October,4,Jawa Timur | Perkebunan Swasta | Penggilingan
2025-12-22,Bali,Perkebunan Negara,Penggilingan,1991.13,25179.86,Grade B,50136374.6418,2025,12,December,4,Bali | Perkebunan Negara | Penggilingan
2024-11-16,Jawa Timur,Perkebunan Swasta,Roasting,614.38,58531.68,Grade B,35960693.5584,2024,11,November,4,Jawa Timur | Perkebunan Swasta | Roasting
2025-08-31,Jawa Timur,Perkebunan Negara,Penggilingan,1623.75,39984.37,Grade A,64924620.7875,2025,8,August,3,Jawa Timur | Perkebunan Negara | Penggilingan
2025-02-21,Sumatera,Perkebunan Rakyat,Roasting,1531.2,29010.12,Grade B,44420295.744,2025,2,February,1,Sumatera | Perkebunan Rakyat | Roasting
2025-03-19,Jawa Timur,Perkebunan Negara,Penggilingan,1242.97,40088.31,Grade A,49828566.6807,2025,3,March,1,Jawa Timur | Perkebunan Negara | Penggilingan
2024-12-28,NTT,Perkebunan Swasta,Pengeringan,491.28,30958.66,Grade B,15209370.4848,2024,12,December,4,NTT | Perkebunan Swasta | Pengeringan
2026-01-25,Jawa Barat,Perkebunan Swasta,Pengeringan,564.41,25413.67,Grade A,14343729.484699998,2026,1,January,1,Jawa Barat | Perkebunan Swasta | Pengeringan
2025-03-16,Sumatera,Perkebunan Swasta,Fermentasi,1410.63,31510.05,Grade A,44449021.8315,2025,3,March,1,Sumatera | Perkebunan Swasta | Fermentasi
2024-12-17,NTT,Perkebunan Swasta,Penggilingan,833.99,33614.26,Grade C,28033956.697400004,2024,12,December,4,NTT | Perkebunan Swasta | Penggilingan
2025-06-04,Sulawesi,Perkebunan Rakyat,Roasting,362.19,38888.9,Grade A,14085170.691,2025,6,June,2,Sulawesi | Perkebunan Rakyat | Roasting
2025-07-31,Jawa Timur,Perkebunan Negara,Pengeringan,1384.29,56290.96,Grade A,77923013.0184,2025,7,July,3,Jawa Timur | Perkebunan Negara | Pengeringan
2024-04-07,Sulawesi,Perkebunan Swasta,Pengeringan,839.81,32170.56,Grade C,27017157.9936,2024,4,April,2,Sulawesi | Perkebunan Swasta | Pengeringan
2024-03-02,Sulawesi,Perkebunan Rakyat,Pengeringan,427.79,43236.02,Grade B,18495936.9958,2024,3,March,1,Sulawesi | Perkebunan Rakyat | Pengeringan
2024-05-24,Jawa Barat,Perkebunan Swasta,Pengeringan,206.68,49939.53,Grade C,10321502.0604,2024,5,May,2,Jawa Barat | Perkebunan Swasta | Pengeringan
2025-03-16,Jawa Timur,Perkebunan Swasta,Roasting,344.61,34165.35,Grade A,11773721.2635,2025,3,March,1,Jawa Timur | Perkebunan Swasta | Roasting
2024-10-10,Sumatera,Perkebunan Swasta,Pengeringan,1954.15,28164.31,Grade C,55037286.38650001,2024,10,October,4,Sumatera | Perkebunan Swasta | Pengeringan
2025-01-21,Sulawesi,Perkebunan Negara,Roasting,1146.47,45650.52,Grade B,52336951.6644,2025,1,January,1,Sulawesi | Perkebunan Negara | Roasting
2025-05-21,NTT,Perkebunan Negara,Fermentasi,1197.74,44956.99,Grade C,53846785.202599995,2025,5,May,2,NTT | Perkebunan Negara | Fermentasi
2025-04-16,Jawa Barat,Perkebunan Negara,Fermentasi,266.76,32333.96,Grade C,8625407.169599999,2025,4,April,2,Jawa Barat | Perkebunan Negara | Fermentasi
2025-05-29,Sumatera,Perkebunan Rakyat,Penggilingan,1149.33,40039.32,Grade C,46018391.6556,2025,5,May,2,Sumatera | Perkebunan Rakyat | Penggilingan
